"Story","Title","Result","Date","Stability","Duration (s)"
"Buscar un producto y enviarlo al carrito de compras","Busqueda de producto con envio al carrito","ERROR","2023-07-01T14:20:12.641061-05:00[America/Bogota]","0.0","49.67"
