"Story","Title","Result","Date","Stability","Duration (s)"
"Buscar un producto y enviarlo al carrito de compras","Busqueda de producto con envio al carrito","ERROR","2023-07-01T12:21:01.303677-05:00[America/Bogota]","0.0","3.53"
