"Story","Title","Result","Date","Stability","Duration (s)"
"Buscar un producto y enviarlo al carrito de compras","Busqueda de producto con envio al carrito","SUCCESS","2023-07-01T10:58:46.953646-05:00[America/Bogota]","0.0","0.56"
